Year,State,AverageTemperature,AverageTemperatureUncertainty,Dis No,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1995,Georgia,17.979750000000003,0.15275000000000002,1995-0245-USA,245,Natural,Meteorological,Storm,Tropical cyclone,,Opal,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,200.0,Kph,,,,,1995,10.0,4.0,1995,10.0,8.0,19.0,,78000.0,,78000.0,,2500000.0,3000000.0,59.6044948945252
1995,Illinois,11.203666666666665,0.18641666666666665,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Illinois,11.203666666666665,0.18641666666666665,1995-0488-USA,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,472100.0,Km2,,,,,1995,5.0,10.0,1995,6.0,1.0,3.0,,5000.0,,5000.0,,,10000.0,59.6044948945252
1995,Illinois,11.203666666666665,0.18641666666666665,1995-0403-USA,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,113.0,Kph,,,,,1995,5.0,7.0,1995,5.0,7.0,27.0,,,,,,360000.0,,59.6044948945252
1995,Indiana,11.276583333333335,0.18608333333333335,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Iowa,9.048,0.18925000000000003,1995-0150-USA,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,1995,7.0,14.0,1995,7.0,14.0,670.0,,,,,,,,59.6044948945252
1995,Iowa,9.048,0.18925000000000003,1995-0403-USA,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,113.0,Kph,,,,,1995,5.0,7.0,1995,5.0,7.0,27.0,,,,,,360000.0,,59.6044948945252
1995,Kansas,12.474583333333333,0.17858333333333332,1995-0489-USA,489,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,No,No,,,Kph,,,,,1995,5.0,22.0,1995,5.0,25.0,3.0,,,,,,50000.0,,59.6044948945252
1995,Kansas,12.474583333333333,0.17858333333333332,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Kansas,12.474583333333333,0.17858333333333332,1995-0488-USA,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,472100.0,Km2,,,,,1995,5.0,10.0,1995,6.0,1.0,3.0,,5000.0,,5000.0,,,10000.0,59.6044948945252
1995,Kansas,12.474583333333333,0.17858333333333332,1995-0403-USA,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,113.0,Kph,,,,,1995,5.0,7.0,1995,5.0,7.0,27.0,,,,,,360000.0,,59.6044948945252
1995,Kentucky,13.298666666666664,0.1874166666666667,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Louisiana,19.659583333333334,0.15999999999999998,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Louisiana,19.659583333333334,0.15999999999999998,1995-0045-USA,45,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,Heavy rains,,,,No,No,,19340.0,Km2,,,,,1995,5.0,7.0,1995,5.0,13.0,6.0,,20000.0,,20000.0,,,3000000.0,59.6044948945252
1995,Maryland,12.744166666666667,0.21416666666666664,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Mississippi,18.033666666666665,0.1711666666666667,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Mississippi,18.033666666666665,0.1711666666666667,1995-0488-USA,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,472100.0,Km2,,,,,1995,5.0,10.0,1995,6.0,1.0,3.0,,5000.0,,5000.0,,,10000.0,59.6044948945252
1995,Missouri,12.637750000000002,0.18749999999999997,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Missouri,12.637750000000002,0.18749999999999997,1995-0488-USA,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,472100.0,Km2,,,,,1995,5.0,10.0,1995,6.0,1.0,3.0,,5000.0,,5000.0,,,10000.0,59.6044948945252
1995,Missouri,12.637750000000002,0.18749999999999997,1995-0150-USA,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,1995,7.0,14.0,1995,7.0,14.0,670.0,,,,,,,,59.6044948945252
1995,Nebraska,9.465666666666667,0.16100000000000003,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Nevada,10.545833333333333,0.21283333333333335,1995-0041-USA,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,Yes,,,Kph,,,,,1995,3.0,8.0,1995,3.0,20.0,33.0,,,2000.0,2000.0,,666000.0,2000000.0,59.6044948945252
1995,North Carolina,15.119416666666671,0.16716666666666666,1995-0245-USA,245,Natural,Meteorological,Storm,Tropical cyclone,,Opal,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,200.0,Kph,,,,,1995,10.0,4.0,1995,10.0,8.0,19.0,,78000.0,,78000.0,,2500000.0,3000000.0,59.6044948945252
1995,North Carolina,15.119416666666671,0.16716666666666666,1995-0026-USA,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,,Kph,,,,,1995,1.0,6.0,1995,1.0,10.0,20.0,,,,,,470000.0,845000.0,59.6044948945252
1995,Ohio,10.600333333333335,0.209,1995-0489-USA,489,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,No,No,,,Kph,,,,,1995,5.0,22.0,1995,5.0,25.0,3.0,,,,,,50000.0,,59.6044948945252
1995,Oklahoma,15.626666666666667,0.17300000000000001,1995-0489-USA,489,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,No,No,,,Kph,,,,,1995,5.0,22.0,1995,5.0,25.0,3.0,,,,,,50000.0,,59.6044948945252
1995,Oklahoma,15.626666666666667,0.17300000000000001,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Oklahoma,15.626666666666667,0.17300000000000001,1995-0488-USA,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,472100.0,Km2,,,,,1995,5.0,10.0,1995,6.0,1.0,3.0,,5000.0,,5000.0,,,10000.0,59.6044948945252
1995,Oklahoma,15.626666666666667,0.17300000000000001,1995-0150-USA,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,1995,7.0,14.0,1995,7.0,14.0,670.0,,,,,,,,59.6044948945252
1995,Oklahoma,15.626666666666667,0.17300000000000001,1995-0403-USA,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,113.0,Kph,,,,,1995,5.0,7.0,1995,5.0,7.0,27.0,,,,,,360000.0,,59.6044948945252
1995,Oregon,9.010499999999999,0.18575,1995-0492-USA,492,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,No,,,Kph,,,,,1995,12.0,11.0,1995,12.0,13.0,6.0,,,,,,240000.0,,59.6044948945252
1995,Oregon,9.010499999999999,0.18575,1995-0026-USA,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,,Kph,,,,,1995,1.0,6.0,1995,1.0,10.0,20.0,,,,,,470000.0,845000.0,59.6044948945252
1995,Oregon,9.010499999999999,0.18575,1995-0041-USA,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,Yes,,,Kph,,,,,1995,3.0,8.0,1995,3.0,20.0,33.0,,,2000.0,2000.0,,666000.0,2000000.0,59.6044948945252
1995,Oregon,9.010499999999999,0.18575,1995-0481-USA,481,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Rain and snowmelt,,,,No,No,,111700.0,Km2,,,,"Skagit, Snohomish, Cowlitz",1995,11.0,28.0,1995,12.0,10.0,2.0,,15000.0,,15000.0,,,100000.0,59.6044948945252
1995,South Dakota,7.382333333333332,0.19224999999999995,1995-0046-USA,46,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1995,5.0,8.0,1995,5.0,8.0,,,75000.0,,75000.0,,,,59.6044948945252
1995,Tennessee,14.41175,0.18575,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Texas,18.60991666666667,0.16216666666666665,1995-0489-USA,489,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,No,No,,,Kph,,,,,1995,5.0,22.0,1995,5.0,25.0,3.0,,,,,,50000.0,,59.6044948945252
1995,Texas,18.60991666666667,0.16216666666666665,1995-0041-USA,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,Yes,,,Kph,,,,,1995,3.0,8.0,1995,3.0,20.0,33.0,,,2000.0,2000.0,,666000.0,2000000.0,59.6044948945252
1995,Texas,18.60991666666667,0.16216666666666665,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Texas,18.60991666666667,0.16216666666666665,1995-0073-USA,73,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,113.0,Kph,,,,,1995,5.0,5.0,1995,5.0,6.0,18.0,100.0,,,100.0,,1100000.0,2000000.0,59.6044948945252
1995,Texas,18.60991666666667,0.16216666666666665,1995-0403-USA,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,113.0,Kph,,,,,1995,5.0,7.0,1995,5.0,7.0,27.0,,,,,,360000.0,,59.6044948945252
1995,Virginia,13.207916666666664,0.20191666666666666,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Washington,8.561166666666667,0.1701666666666667,1995-0492-USA,492,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,No,,,Kph,,,,,1995,12.0,11.0,1995,12.0,13.0,6.0,,,,,,240000.0,,59.6044948945252
1995,Washington,8.561166666666667,0.1701666666666667,1995-0041-USA,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,Yes,,,Kph,,,,,1995,3.0,8.0,1995,3.0,20.0,33.0,,,2000.0,2000.0,,666000.0,2000000.0,59.6044948945252
1995,Washington,8.561166666666667,0.1701666666666667,1995-0150-USA,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,1995,7.0,14.0,1995,7.0,14.0,670.0,,,,,,,,59.6044948945252
1995,Wisconsin,6.499500000000001,0.19800000000000004,1995-0150-USA,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,1995,7.0,14.0,1995,7.0,14.0,670.0,,,,,,,,59.6044948945252
1996,Alabama,17.06608333333333,0.15716666666666668,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Alabama,17.06608333333333,0.15716666666666668,1996-0453-USA,453,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,3.0,5.0,1996,3.0,5.0,6.0,24.0,,,24.0,,110000.0,,61.3516297283817
1996,Arizona,16.665166666666668,0.18525,1996-0015-USA,15,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Snowmelt,,,,No,Yes,,136100.0,Km2,,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1.0,15.0,1996,1.0,21.0,35.0,,200000.0,,200000.0,,395000.0,700000.0,61.3516297283817
1996,Arkansas,15.565083333333336,0.18375,1996-0454-USA,454,Natural,Meteorological,Storm,Convective storm,Tornado,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,4.0,19.0,1996,4.0,19.0,6.0,107.0,,,107.0,,305000.0,,61.3516297283817
1996,Arkansas,15.565083333333336,0.18375,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Arkansas,15.565083333333336,0.18375,1996-0453-USA,453,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,3.0,5.0,1996,3.0,5.0,6.0,24.0,,,24.0,,110000.0,,61.3516297283817
1996,Arkansas,15.565083333333336,0.18375,1996-0015-USA,15,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Snowmelt,,,,No,Yes,,136100.0,Km2,,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1.0,15.0,1996,1.0,21.0,35.0,,200000.0,,200000.0,,395000.0,700000.0,61.3516297283817
1996,California,15.445750000000002,0.21075,1996-0250-USA,250,Natural,Climatological,Wildfire,Forest fire,,,Govern,United States of America (the),USA,Northern America,Americas,,,,,,,,81.0,Km2,,,,,1996,10.0,19.0,1996,10.0,19.0,,,,,,,,8500.0,61.3516297283817
1996,Connecticut,9.3675,0.25525000000000003,1996-0449-USA,449,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,6.0,1996,1.0,6.0,32.0,,,,,,600000.0,,61.3516297283817
1996,Connecticut,9.3675,0.25525000000000003,1996-0450-USA,450,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,12.0,1996,1.0,12.0,120.0,,,,,,90000.0,,61.3516297283817
1996,Connecticut,9.3675,0.25525000000000003,1996-0015-USA,15,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Snowmelt,,,,No,Yes,,136100.0,Km2,,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1.0,15.0,1996,1.0,21.0,35.0,,200000.0,,200000.0,,395000.0,700000.0,61.3516297283817
1996,Connecticut,9.3675,0.25525000000000003,1996-0247-USA,247,Natural,Meteorological,Storm,,,Joséphine,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,10.0,20.0,1996,10.0,20.0,,,,,,,170000.0,,61.3516297283817
1996,Delaware,11.957500000000001,0.22891666666666666,1996-0449-USA,449,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,6.0,1996,1.0,6.0,32.0,,,,,,600000.0,,61.3516297283817
1996,Delaware,11.957500000000001,0.22891666666666666,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Delaware,11.957500000000001,0.22891666666666666,1996-0015-USA,15,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Snowmelt,,,,No,Yes,,136100.0,Km2,,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1.0,15.0,1996,1.0,21.0,35.0,,200000.0,,200000.0,,395000.0,700000.0,61.3516297283817
1996,Florida,21.548083333333334,0.17125000000000004,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Georgia,17.485666666666663,0.16908333333333336,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Georgia,17.485666666666663,0.16908333333333336,1996-0453-USA,453,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,3.0,5.0,1996,3.0,5.0,6.0,24.0,,,24.0,,110000.0,,61.3516297283817
1996,Idaho,5.7387500000000005,0.18208333333333335,1996-0295-USA,295,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Rain and snowmelt,Rain,,,No,No,,,Km2,,,,"Chehalis, Tualatin rivers",1996,12.0,27.0,1997,1.0,3.0,28.0,,18100.0,,18100.0,,,1500000.0,61.3516297283817
1996,Idaho,5.7387500000000005,0.18208333333333335,1996-0031-USA,31,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"Heavy rains, Snowmlet",,,,No,No,,482600.0,Km2,,,,"Willamette, Columbia",1996,2.0,7.0,1996,2.0,13.0,7.0,,24900.0,,24900.0,,80000.0,500000.0,61.3516297283817
1996,Illinois,10.387,0.18891666666666662,1996-0454-USA,454,Natural,Meteorological,Storm,Convective storm,Tornado,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,4.0,19.0,1996,4.0,19.0,6.0,107.0,,,107.0,,305000.0,,61.3516297283817
1996,Illinois,10.387,0.18891666666666662,1996-0451-USA,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,1.0,31.0,1996,1.0,31.0,59.0,,,,,,735000.0,,61.3516297283817
1996,Illinois,10.387,0.18891666666666662,1996-0455-USA,455,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,146.0,Kph,,,,,1996,4.0,27.0,1996,4.0,27.0,6.0,,,,,,70000.0,,61.3516297283817
1996,Indiana,10.534583333333332,0.19008333333333335,1996-0454-USA,454,Natural,Meteorological,Storm,Convective storm,Tornado,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1996,4.0,19.0,1996,4.0,19.0,6.0,107.0,,,107.0,,305000.0,,61.3516297283817
